Sending,Receiving,Gender,Cycle,Domain,Session
ES,IT,F,1,7,1
ES,IT,M,1,7,1
ES,DE,M,1,5,2
ES,PL,M,1,5,1
ES,FI,M,1,7,1
ES,FR,M,1,7,1
ES,IT,M,1,3,1
ES,IT,F,1,7,1
ES,DE,M,1,5,1
ES,DE,M,1,5,1
ES,PT,F,1,4,3
ES,DE,F,1,5,3
ES,PL,F,1,3,3
ES,RO,F,1,8,1
ES,FR,M,1,5,3
ES,PT,F,1,7,3
ES,PL,F,1,6,1
ES,PT,M,1,7,3
ES,FR,M,1,3,1
ES,PL,F,1,3,1
ES,HU,F,1,5,2
ES,GR,M,1,8,1
ES,IT,F,1,3,1
ES,DE,M,1,5,1
ES,PL,F,1,3,1
ES,RO,F,1,8,1
ES,DE,M,1,7,1
ES,PT,M,1,7,1
ES,IT,F,1,7,1
ES,IT,M,1,3,1
ES,IT,F,1,5,1
ES,DE,F,1,7,1
ES,CZ,M,1,5,1
ES,PL,F,1,3,1
ES,IT,M,1,5,1
ES,PL,M,1,2,1
ES,DE,M,1,5,1
ES,FR,F,1,3,1
ES,IT,F,1,4,1
ES,IT,M,1,7,1
ES,CZ,M,1,5,1
ES,PT,M,1,8,1
ES,FR,M,1,8,1
ES,PL,M,1,5,1
ES,IT,F,1,7,1
ES,DE,M,1,5,2
ES,PL,F,1,3,1
ES,PL,M,1,6,1
ES,DE,M,1,5,1
ES,IT,M,1,7,1
ES,DE,M,1,5,1
ES,IT,F,1,7,1
ES,PL,M,1,4,1
ES,CZ,F,1,5,1
ES,CZ,F,1,7,1
ES,PT,M,1,8,2
ES,IT,F,1,3,1
ES,HU,F,1,3,1
ES,IT,M,1,5,1
ES,DE,F,1,7,1
ES,AT,M,1,5,3
ES,FR,M,1,5,1
ES,PL,F,1,3,1
ES,IT,F,1,7,1
ES,DE,F,1,5,2
ES,DE,M,1,5,2
ES,DE,M,1,5,1
ES,PL,F,1,7,3
ES,IT,M,1,5,1
ES,IT,F,1,6,1
ES,IT,F,1,3,1
ES,GR,M,1,8,1
ES,SK,M,1,7,1
ES,PL,F,1,6,1
ES,PT,F,1,2,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,PL,F,1,5,1
ES,DE,M,1,5,1
ES,IT,F,1,3,1
ES,PL,M,1,7,1
ES,IT,F,1,7,1
ES,HU,M,1,5,1
ES,PT,M,1,3,1
ES,IT,F,1,7,1
ES,NL,M,1,3,1
ES,CZ,M,1,5,3
ES,CZ,M,1,5,1
ES,DE,M,1,5,2
ES,IT,M,1,3,1
ES,PL,M,1,7,1
ES,PT,M,1,3,1
ES,LT,F,1,7,3
ES,IT,F,1,7,1
ES,DE,M,1,7,1
ES,PL,F,1,3,1
ES,DE,F,1,3,1
ES,IT,F,1,7,1
ES,AT,M,1,7,1
ES,BE,F,1,7,3
ES,IT,M,1,7,1
ES,PL,M,1,5,1
ES,DE,M,1,3,1
ES,IT,M,1,5,1
ES,SI,F,1,3,1
ES,IT,F,1,3,1
ES,HU,M,1,5,2
ES,DE,M,1,5,1
ES,PL,M,1,8,1
ES,DE,F,1,3,1
ES,HU,M,1,5,1
ES,PL,M,1,3,1
ES,IT,M,1,5,1
ES,DE,M,1,7,1
ES,CZ,M,1,7,1
ES,IT,F,1,7,1
ES,GB,M,1,5,1
ES,PL,F,1,3,1
ES,DE,F,1,3,1
ES,DE,M,1,5,3
ES,IT,F,1,3,1
ES,IT,F,1,5,1
ES,PL,M,1,8,1
ES,PL,F,1,7,1
ES,IT,F,1,7,1
ES,PL,F,1,7,1
ES,CZ,F,1,8,2
ES,PL,M,1,3,1
ES,PL,M,1,3,1
ES,FR,F,1,7,1
ES,CZ,F,1,7,1
ES,DE,M,1,3,1
ES,IT,F,1,3,1
ES,PL,F,1,7,1
ES,IT,M,1,5,3
ES,FR,F,1,3,3
ES,LT,M,1,7,3
ES,DE,M,1,5,1
ES,IT,M,1,4,1
ES,PL,M,1,8,1
ES,HR,F,1,3,1
ES,PL,M,1,5,3
ES,DE,F,1,7,1
ES,DE,M,1,5,3
ES,PL,M,1,4,1
ES,IT,F,1,7,1
ES,IT,F,1,2,1
ES,IT,F,1,7,1
ES,DE,M,1,5,3
ES,IT,F,1,3,3
ES,FR,F,1,3,2
ES,PT,M,1,3,1
ES,DE,M,1,2,1
ES,FR,F,1,2,3
ES,PT,M,1,2,3
ES,IT,F,1,2,1
ES,BE,F,1,2,3
ES,NL,M,3,2,1
ES,BE,F,3,2,1
ES,GB,F,3,2,1
ES,PT,M,1,2,3
ES,FR,F,1,3,2
ES,IT,F,1,3,1
ES,IT,F,1,3,1
ES,GB,M,1,5,2
ES,FR,F,1,4,1
ES,IT,F,1,3,1
ES,IT,F,1,3,1
ES,GB,F,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,3,1
ES,GB,F,1,2,1
ES,FR,M,1,3,2
ES,DE,F,1,3,2
ES,FR,F,1,3,1
ES,HU,F,1,3,3
ES,IT,M,1,3,1
ES,AT,M,1,3,1
ES,DK,F,1,3,2
ES,FI,F,1,5,1
ES,IT,F,1,3,2
ES,DK,F,1,3,1
ES,DE,F,1,3,2
ES,IT,M,1,5,1
ES,PT,M,1,7,1
ES,NL,F,1,3,2
ES,PL,M,1,5,2
ES,NL,F,1,3,2
ES,NL,M,1,3,3
ES,IE,F,1,3,2
ES,GB,F,1,3,3
ES,DK,F,1,3,2
ES,FI,F,1,3,2
ES,FR,F,1,3,2
ES,IE,F,1,1,2
ES,GB,F,1,3,2
ES,FR,M,1,3,2
ES,IT,M,1,3,1
ES,NL,F,1,3,1
ES,IT,M,1,5,1
ES,IT,F,1,7,1
ES,PT,F,1,7,1
ES,IT,F,1,7,2
ES,SE,M,1,3,2
ES,IE,M,1,3,1
ES,IT,M,1,3,1
ES,IE,F,1,3,1
ES,GB,F,1,3,2
ES,IT,M,1,7,2
ES,DE,F,1,5,1
ES,GB,F,1,3,1
ES,PT,F,1,7,2
ES,BE,M,1,3,2
ES,GB,F,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,3,1
ES,PL,F,1,5,1
ES,IE,M,1,3,1
ES,FR,F,1,3,1
ES,PL,M,1,3,1
ES,HU,F,1,3,2
ES,PT,F,1,3,1
ES,PT,M,1,5,1
ES,NL,F,1,3,1
ES,NL,F,1,3,2
ES,IT,F,1,1,1
ES,PT,M,1,3,2
ES,BE,M,1,5,1
ES,DE,M,1,3,2
ES,NL,F,1,3,1
ES,FR,F,1,3,2
ES,NL,F,1,3,2
ES,NL,F,1,3,2
ES,GB,F,1,3,2
ES,DE,M,1,5,3
ES,IT,F,1,3,1
ES,IE,F,1,1,2
ES,NL,F,1,3,1
ES,DK,F,1,3,2
ES,IT,F,1,3,1
ES,BE,F,1,3,2
ES,IT,F,1,5,1
ES,FR,F,1,7,2
ES,BE,F,1,5,3
ES,PT,F,1,5,1
ES,PT,M,1,7,1
ES,IT,F,1,3,1
ES,PT,F,1,3,2
ES,GB,F,1,3,1
ES,FI,F,1,3,1
ES,NL,F,1,3,1
ES,FR,M,1,3,2
ES,GB,F,1,3,2
ES,BE,F,1,5,1
ES,DK,F,1,3,3
ES,GB,F,1,2,1
ES,PT,F,1,7,2
ES,DE,F,1,3,1
ES,DK,F,1,3,2
ES,DK,M,1,3,1
ES,BE,F,1,3,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,IE,F,1,1,2
ES,IT,F,1,3,1
ES,IT,F,1,5,1
ES,DE,F,1,5,1
ES,SE,M,1,4,1
ES,PT,F,1,3,2
ES,IT,F,1,3,2
ES,IT,F,1,3,2
ES,BE,F,1,3,1
ES,NL,F,1,3,1
ES,IT,M,1,3,3
ES,IT,M,1,5,1
ES,IE,M,1,3,3
ES,PT,F,1,7,2
ES,DK,F,1,3,2
ES,FR,M,1,3,2
ES,IT,M,1,5,1
ES,CH,M,1,3,2
ES,NL,F,1,3,1
ES,IE,M,1,3,2
ES,PT,F,1,5,1
ES,IT,F,1,4,1
ES,BE,M,1,3,1
ES,CZ,F,1,7,1
ES,IE,M,1,3,1
ES,BE,F,1,5,1
ES,IT,M,1,3,2
ES,CZ,M,1,3,2
ES,IT,F,1,5,1
ES,DK,F,1,3,1
ES,PT,M,1,5,1
ES,DK,F,1,3,2
ES,FI,F,1,5,1
ES,DE,M,1,3,2
ES,CZ,M,1,7,1
ES,IT,F,1,3,2
ES,BE,F,1,3,1
ES,IT,F,1,7,1
ES,GB,M,1,3,1
ES,DE,M,1,3,2
ES,IT,M,1,5,1
ES,HR,M,1,3,3
ES,GB,F,1,3,1
ES,GB,F,1,5,1
ES,NL,F,1,3,3
ES,SE,F,1,3,1
ES,FR,M,1,4,1
ES,BE,M,1,3,2
ES,IE,M,1,3,2
ES,NL,F,1,3,1
ES,IT,F,1,3,1
ES,GB,F,1,3,2
ES,IT,F,1,5,3
ES,IT,F,1,3,2
ES,FR,M,1,3,2
ES,IE,F,1,3,2
ES,BE,F,1,3,3
ES,IT,F,1,3,1
ES,BE,F,1,3,2
ES,GB,M,1,3,2
ES,CH,M,1,3,3
ES,PT,F,1,3,2
ES,IE,F,1,3,1
ES,NL,F,1,3,2
ES,DK,F,1,3,2
ES,GB,M,1,3,2
ES,FR,F,1,7,2
ES,IT,F,1,5,3
ES,IT,F,1,7,2
ES,DE,M,1,3,2
ES,NL,M,1,3,2
ES,IT,M,1,3,1
ES,FR,F,1,3,2
ES,GB,M,1,7,1
ES,IT,F,1,3,1
ES,DE,M,1,3,1
ES,DK,F,1,3,2
ES,IT,F,1,7,1
ES,GB,F,1,3,1
ES,HU,F,1,3,3
ES,DE,F,1,3,1
ES,NL,F,1,3,2
ES,DE,F,1,3,1
ES,IT,F,1,3,2
ES,DK,M,1,3,2
ES,DE,F,1,3,3
ES,HU,F,1,3,2
ES,CH,F,1,3,3
ES,IT,F,1,3,1
ES,HU,F,1,7,3
ES,SE,F,1,7,2
ES,NL,F,1,2,2
ES,FR,F,1,2,2
ES,PL,M,1,5,1
ES,SE,F,1,3,1
ES,NL,F,1,3,1
ES,PT,M,1,5,1
ES,IT,F,1,5,1
ES,FR,F,1,7,1
ES,PL,F,1,7,1
ES,TR,M,1,3,2
ES,PT,F,1,7,2
ES,PT,M,1,5,1
ES,DE,F,1,3,2
ES,DE,M,1,3,1
ES,NL,F,1,3,1
ES,GB,F,1,3,1
ES,BE,M,1,3,1
ES,FR,M,1,3,2
ES,IT,F,1,5,1
ES,NL,F,1,3,1
ES,IT,F,1,7,1
ES,IT,F,1,3,1
ES,DE,M,1,3,2
ES,IT,F,1,3,1
ES,IT,F,1,5,1
ES,IT,F,1,5,1
ES,GB,F,1,3,1
ES,IT,M,1,2,1
ES,FR,F,1,3,1
ES,DE,M,1,3,2
ES,DE,M,1,3,1
ES,IT,F,1,7,1
ES,IT,F,1,3,1
ES,IE,M,1,3,3
ES,CZ,M,1,7,1
ES,NL,F,1,3,3
ES,PT,F,1,3,2
ES,PT,M,1,3,2
ES,DE,F,1,2,1
ES,IT,F,1,5,1
ES,IT,F,1,3,1
ES,IT,M,1,5,2
ES,GB,M,1,3,2
ES,IT,F,1,5,1
ES,GB,F,1,3,1
ES,BE,F,1,3,2
ES,IE,F,1,3,2
ES,BE,F,1,2,1
ES,DE,M,1,3,2
ES,FI,M,1,3,2
ES,IT,F,1,3,1
ES,FR,F,1,3,1
ES,GB,M,1,3,2
ES,IT,F,1,3,1
ES,FI,M,1,3,2
ES,GB,F,1,3,2
ES,GB,M,1,3,1
ES,FR,M,1,3,1
ES,PL,M,1,3,1
ES,GB,M,1,3,1
ES,IT,F,1,3,2
ES,IT,M,1,3,1
ES,FR,F,1,3,1
ES,PT,F,1,3,1
ES,NO,F,1,1,3
ES,DE,F,1,3,3
ES,IT,F,1,2,3
ES,BE,F,1,3,3
ES,BE,F,1,3,3
ES,CY,F,1,3,3
ES,CY,F,1,3,3
ES,PT,F,1,1,3
ES,IT,M,1,3,3
ES,IT,M,1,3,3
ES,PT,M,1,3,3
ES,PT,M,1,3,3
ES,DE,F,1,2,1
ES,DE,M,1,5,1
ES,PL,M,1,3,1
ES,BE,M,1,2,1
ES,PL,F,1,5,1
ES,TR,M,1,5,3
ES,DE,F,1,3,1
ES,DE,F,1,2,1
ES,DE,F,1,7,1
ES,SI,M,1,1,1
ES,NL,M,1,2,2
ES,DE,F,1,2,1
ES,DE,M,1,2,1
ES,FR,F,1,2,1
ES,IT,M,1,5,1
ES,SI,F,1,3,1
ES,EE,F,1,7,2
ES,PL,F,1,3,1
ES,IT,M,1,5,1
ES,LI,M,1,5,1
ES,IT,F,1,2,1
ES,IT,F,1,5,1
ES,IT,F,1,5,1
ES,NL,F,1,3,2
ES,PL,M,1,3,1
ES,RO,M,1,3,1
ES,DE,M,1,3,1
ES,BE,F,1,2,1
ES,IT,F,1,5,1
ES,NL,F,1,3,2
ES,NL,F,1,3,1
ES,PL,M,1,3,1
ES,IT,F,1,7,1
ES,GR,M,1,2,1
ES,DE,F,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,7,1
ES,PL,F,1,5,1
ES,IT,M,1,6,1
ES,DE,F,1,3,1
ES,HU,M,1,8,1
ES,IT,M,1,5,1
ES,RO,M,1,3,1
ES,PL,M,1,2,1
ES,SI,F,1,3,1
ES,FR,F,1,2,1
ES,IT,M,1,5,1
ES,IT,M,1,5,1
ES,EE,F,1,7,2
ES,IT,M,1,5,1
ES,FR,F,1,2,1
ES,DE,F,1,5,1
ES,PT,M,1,5,1
ES,SK,F,1,3,1
ES,PL,F,1,5,1
ES,PL,M,1,5,1
ES,SE,F,1,1,1
ES,IT,M,1,3,1
ES,SI,M,1,5,1
ES,IT,M,1,3,1
ES,PL,M,1,5,1
ES,IT,M,1,8,1
ES,FR,M,1,8,1
ES,RO,F,1,3,1
ES,DE,M,1,5,3
ES,DE,M,1,2,1
ES,IT,M,1,8,1
ES,IT,F,1,5,1
ES,PL,M,1,5,1
ES,SI,F,1,1,1
ES,IT,M,1,7,1
ES,IT,F,1,5,1
ES,SE,F,1,1,2
ES,IT,M,1,5,1
ES,DE,F,1,5,1
ES,IT,F,1,3,1
ES,FR,M,1,5,1
ES,DE,F,1,2,1
ES,PT,M,1,7,2
ES,IT,M,1,3,1
ES,AT,M,1,7,1
ES,DE,F,1,3,1
ES,FI,F,1,3,1
ES,GB,F,1,2,1
ES,IT,M,1,3,1
ES,FI,F,1,2,1
ES,PT,M,1,2,1
ES,PL,F,1,3,1
ES,PT,F,1,4,3
ES,GB,M,1,2,1
ES,PT,M,1,7,1
ES,PL,F,1,5,1
ES,FR,M,1,2,2
ES,PL,M,1,3,1
ES,IT,F,1,3,1
ES,PL,F,1,3,1
ES,FI,F,1,2,1
ES,IT,M,1,5,1
ES,PL,M,1,3,1
ES,IT,F,1,3,1
ES,LV,M,1,3,1
ES,FR,M,1,5,1
ES,DE,M,1,3,1
ES,IT,M,1,7,1
ES,SK,F,1,3,1
ES,DE,F,1,2,1
ES,DE,M,1,3,1
ES,PT,F,1,3,1
ES,IT,F,1,6,1
ES,IT,F,1,7,1
ES,PT,M,1,8,1
ES,GB,F,1,2,3
ES,PT,M,1,5,1
ES,DE,F,1,5,1
ES,GB,F,1,2,1
ES,DE,F,1,2,1
ES,IE,F,1,2,1
ES,IT,F,1,7,1
ES,IT,M,1,5,1
ES,SI,M,1,1,1
ES,IT,M,1,3,1
ES,SK,F,1,3,1
ES,FR,M,1,2,1
ES,PL,F,1,3,1
ES,PT,M,1,5,1
ES,IT,M,1,3,1
ES,SK,M,1,3,1
ES,IT,M,1,5,1
ES,RO,M,1,3,1
ES,NL,M,1,3,1
ES,IT,M,1,5,1
ES,DE,M,1,6,1
ES,IT,M,1,5,3
ES,PL,M,1,4,1
ES,SK,M,1,3,1
ES,PL,M,1,3,1
ES,IT,M,1,4,1
ES,IT,F,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,5,1
ES,PT,F,1,3,2
ES,IT,F,1,5,1
ES,SI,M,1,5,1
ES,DE,M,1,8,1
ES,DE,M,1,3,1
ES,PT,F,1,8,1
ES,FI,M,1,7,3
ES,PT,F,1,2,1
ES,IT,F,1,1,1
ES,FI,F,1,5,1
ES,IT,F,1,3,1
ES,PL,M,1,5,1
ES,IT,M,1,3,1
ES,PL,M,1,1,1
ES,FR,F,1,2,1
ES,IT,M,1,3,1
ES,SI,F,1,8,1
ES,HU,F,1,1,1
ES,IT,M,1,7,3
ES,PL,M,1,5,1
ES,DE,F,1,2,1
ES,IT,F,1,3,1
ES,IT,F,1,5,1
ES,PT,F,1,5,1
ES,IT,M,1,5,1
ES,PL,M,1,5,1
ES,IT,M,1,5,1
ES,DE,F,1,7,1
ES,IT,M,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,5,1
ES,IT,F,1,5,1
ES,IT,M,1,3,1
ES,PL,M,1,5,1
ES,DE,M,1,8,1
ES,PL,M,1,5,1
ES,IT,M,1,3,1
ES,SE,M,1,3,2
ES,PL,M,1,3,1
ES,FR,F,1,5,1
ES,RO,M,1,3,1
ES,CZ,M,1,8,1
ES,DE,F,1,3,1
ES,CZ,M,1,3,1
ES,RO,M,1,3,1
ES,IT,F,1,5,1
ES,DE,M,1,5,1
ES,PL,M,1,3,1
ES,PL,F,1,2,1
ES,PL,F,1,5,1
ES,HU,M,1,5,3
ES,FR,M,1,7,1
ES,IT,M,1,3,1
ES,HU,M,1,8,1
ES,IT,M,1,5,1
ES,PL,F,1,2,1
ES,PL,F,1,4,1
ES,FR,F,1,2,2
ES,FR,F,1,2,2
ES,GR,M,1,5,1
ES,SK,F,1,3,1
ES,PL,M,1,5,1
ES,IT,M,1,5,1
ES,BE,F,1,2,1
ES,IT,M,1,3,1
ES,BE,M,1,3,1
ES,SK,F,1,3,2
ES,IT,F,1,3,1
ES,PL,M,1,2,1
ES,IT,F,1,7,1
ES,PL,M,1,3,1
ES,IT,M,1,5,1
ES,GB,F,1,2,1
ES,IT,F,1,5,1
ES,DE,M,1,8,1
ES,DE,F,1,2,1
ES,IT,M,1,5,1
ES,IT,M,1,7,1
ES,PL,F,1,3,1
ES,DE,F,1,2,1
ES,DE,M,1,3,1
ES,DE,M,1,3,1
ES,IT,M,1,3,1
ES,IT,M,1,3,1
ES,PL,M,1,3,1
ES,SI,M,1,3,1
ES,PT,F,1,1,2
ES,IT,F,1,5,1
ES,IT,F,1,5,1
ES,DE,M,1,5,1
ES,PL,F,1,5,1
ES,PL,M,1,5,1
ES,PL,M,1,3,1
ES,DE,M,1,2,1
ES,GB,F,1,2,1
ES,GR,F,1,2,1
ES,PL,M,1,5,1
ES,HU,M,1,8,1
ES,IT,M,1,3,1
ES,SK,M,1,3,1
ES,BE,F,1,2,1
ES,DE,F,1,5,1
ES,DE,F,1,3,1
ES,FR,M,1,2,1
ES,FR,F,1,2,1
ES,BE,F,1,2,1
ES,PT,M,1,8,2
ES,FR,F,1,2,2
ES,IT,M,1,3,1
ES,GB,M,1,2,1
ES,PT,M,1,5,1
ES,SK,F,1,3,1
ES,PL,M,1,3,1
ES,IT,F,1,5,1
ES,IT,M,1,3,1
ES,AT,F,1,5,1
ES,IT,F,1,7,1
ES,IT,F,1,7,1
ES,PL,F,1,3,1
ES,IT,F,1,3,1
ES,PL,F,1,3,1
ES,PT,M,1,2,1
ES,IT,M,1,5,1
ES,DE,M,1,8,1
ES,DE,F,1,2,1
ES,IT,F,1,3,1
ES,PL,F,1,6,1
ES,IT,M,1,7,1
ES,PL,F,1,3,1
ES,IE,M,1,2,1
ES,PL,M,1,1,1
ES,CH,M,1,2,1
ES,PL,F,1,5,1
ES,PL,M,1,5,1
ES,SI,F,1,5,1
ES,PL,M,1,5,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,IT,F,1,3,1
ES,FR,M,1,2,2
ES,CZ,M,1,3,1
ES,PL,M,1,3,1
ES,GB,M,1,2,1
ES,PL,M,1,5,1
ES,PL,M,1,3,1
ES,SE,F,1,2,2
ES,IT,F,1,5,1
ES,PL,M,1,5,1
ES,PL,M,1,3,1
ES,DE,M,1,3,1
ES,DE,M,1,2,1
ES,HU,M,1,8,1
ES,FI,F,1,2,1
ES,FR,M,1,2,1
ES,PL,M,1,3,1
ES,PL,F,1,3,1
ES,IE,F,1,2,1
ES,IT,F,1,5,1
ES,DE,M,1,2,1
ES,IT,F,1,5,1
ES,IT,F,1,6,1
ES,IT,F,1,5,1
ES,DE,F,1,2,1
ES,PL,M,1,3,1
ES,GB,M,1,2,1
ES,PL,M,1,5,1
ES,FR,M,1,5,1
ES,IT,M,1,5,1
ES,IT,F,1,3,1
ES,IT,F,1,3,1
ES,IT,F,1,7,1
ES,IT,F,1,3,1
ES,DE,M,1,5,1
ES,PL,M,1,2,1
ES,PT,M,1,5,1
ES,PL,M,1,5,1
ES,DE,F,1,3,1
ES,PL,F,1,2,1
ES,FR,F,1,2,1
ES,DE,F,1,3,1
ES,IT,M,1,5,1
ES,FR,F,1,3,1
ES,NL,M,1,3,1
ES,DE,M,1,8,1
ES,IT,M,1,3,1
ES,PL,M,1,5,1
ES,PL,M,1,3,1
ES,RO,M,1,3,1
ES,PL,M,1,3,1
ES,AT,M,1,7,1
ES,FR,M,1,2,1
ES,PL,M,1,5,1
ES,DE,F,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,2,1
ES,NL,M,1,3,1
ES,PT,M,1,3,1
ES,PT,M,1,4,1
ES,IT,M,1,5,1
ES,IT,M,1,5,1
ES,PT,M,1,5,1
ES,IT,M,1,3,1
ES,PL,F,1,4,1
ES,FI,M,1,3,1
ES,GB,M,1,2,1
ES,IT,M,1,3,1
ES,PL,F,1,3,1
ES,IT,F,1,7,1
ES,RO,M,1,3,1
ES,AT,M,1,2,1
ES,DE,F,1,3,1
ES,IT,M,1,3,1
ES,PL,M,1,5,1
ES,IT,F,1,5,1
ES,SI,M,1,5,1
ES,PT,M,1,4,1
ES,IT,F,1,3,1
ES,IT,F,1,3,1
ES,PL,F,1,5,1
ES,PL,M,1,3,1
ES,FR,F,1,2,1
ES,IT,F,1,5,1
ES,IT,F,1,5,1
ES,PT,M,1,8,1
ES,IT,M,1,5,1
ES,AT,F,1,8,2
ES,FR,F,1,3,1
ES,FI,M,1,3,1
ES,IT,M,1,7,1
ES,PL,M,1,1,1
ES,CZ,M,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,3,1
ES,DE,F,1,2,1
ES,CZ,F,1,6,1
ES,PL,F,1,1,1
ES,DE,F,1,3,1
ES,SI,M,1,3,1
ES,FR,M,1,2,1
ES,IT,F,1,5,1
ES,DE,M,1,3,1
ES,SI,M,1,8,1
ES,DE,F,1,3,1
ES,DE,F,1,3,1
ES,PT,M,1,5,1
ES,IT,M,1,5,1
ES,PL,F,1,3,1
ES,IT,M,1,5,1
ES,PL,M,1,5,1
ES,IT,F,1,1,1
ES,PL,M,1,5,1
ES,IT,F,1,5,1
ES,IT,F,1,7,1
ES,GR,M,1,8,1
ES,IT,M,1,3,1
ES,PL,F,1,5,1
ES,FI,M,1,5,1
ES,IT,M,1,5,1
ES,IT,F,1,1,1
ES,DE,M,1,8,1
ES,FR,F,1,2,1
ES,PL,M,1,5,1
ES,PL,F,1,3,1
ES,PT,M,1,3,1
ES,IT,M,1,5,1
ES,PL,M,1,5,1
ES,PT,M,1,8,2
ES,PL,M,1,3,1
ES,PT,F,1,1,2
ES,GB,F,1,2,1
ES,AT,M,1,8,1
ES,GB,F,1,2,1
ES,DE,F,1,3,1
ES,SI,F,1,1,1
ES,LT,M,1,3,1
ES,PT,M,1,5,1
ES,CZ,M,1,5,1
ES,PL,M,1,5,1
ES,PL,F,1,5,1
ES,DE,F,1,3,1
ES,PL,M,1,3,1
ES,PT,M,1,8,1
ES,DE,F,1,2,1
ES,PL,M,1,5,1
ES,GR,M,1,8,1
ES,PL,M,1,3,1
ES,FI,F,1,3,1
ES,IT,M,1,7,1
ES,IT,F,1,3,1
ES,FR,M,1,2,2
ES,PL,F,1,1,1
ES,AT,F,1,3,1
ES,IT,F,1,5,1
ES,TR,M,1,5,3
ES,PL,M,1,3,1
ES,IT,M,1,5,1
ES,PL,M,1,4,1
ES,IT,F,1,7,1
ES,IT,M,1,5,1
ES,IT,M,1,5,1
ES,PT,M,1,8,1
ES,DE,F,1,2,1
ES,IT,M,1,3,1
ES,NL,M,1,3,1
ES,PL,M,1,3,1
ES,IT,F,1,5,1
ES,IT,F,1,3,1
ES,DE,F,1,2,1
ES,PL,M,1,5,1
ES,PL,M,1,5,1
ES,GB,M,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,5,1
ES,PL,M,1,3,1
ES,IT,F,1,3,1
ES,GB,F,1,2,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,PT,M,1,5,1
ES,AT,F,1,2,1
ES,DE,F,1,3,1
ES,PL,F,1,3,1
ES,IT,F,1,1,1
ES,IT,M,1,5,1
ES,PL,M,1,5,3
ES,PT,F,1,4,1
ES,LT,M,1,3,1
ES,PT,F,1,7,2
ES,PL,M,1,3,1
ES,IT,F,1,7,1
ES,FR,F,1,5,1
ES,IT,M,1,3,1
ES,PT,F,1,5,1
ES,SI,F,1,3,3
ES,IT,M,1,5,1
ES,DE,M,1,3,1
ES,GB,F,1,2,1
ES,PL,M,1,3,1
ES,SK,F,1,3,1
ES,PT,F,1,3,1
ES,PL,M,1,5,1
ES,HU,M,1,1,1
ES,IT,M,1,3,1
ES,FI,M,1,8,1
ES,FR,F,1,8,1
ES,GB,M,1,3,1
ES,DE,M,1,5,1
ES,DE,M,1,3,1
ES,IT,F,1,3,1
ES,DE,F,1,3,1
ES,IT,M,1,5,1
ES,IT,M,1,8,1
ES,AT,F,1,8,1
ES,PL,F,1,5,1
ES,IT,M,1,3,1
ES,DE,M,1,3,1
ES,IT,F,1,5,3
ES,IT,F,1,3,1
ES,IT,F,1,6,1
ES,IT,M,1,3,1
ES,IT,M,1,3,1
ES,IT,F,1,8,1
ES,IT,F,1,3,1
ES,IT,M,1,8,1
ES,PL,F,1,1,1
ES,IT,M,1,3,1
ES,IT,F,1,3,1
ES,AT,M,1,8,1
ES,PL,F,1,3,1
ES,IT,F,1,5,1
ES,SE,F,1,1,1
ES,GB,F,1,8,1
ES,PL,F,1,1,1
ES,IT,F,1,3,1
ES,DE,M,1,3,1
ES,PT,F,1,7,2
ES,IT,M,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,1,1
ES,FI,M,1,3,1
ES,PL,M,1,3,1
ES,PL,F,1,5,1
ES,IT,F,1,3,1
ES,NL,F,1,3,2
ES,PL,M,1,5,1
ES,FI,M,1,7,2
ES,IT,F,1,5,1
ES,IE,F,1,2,1
ES,GR,M,1,5,1
ES,IT,M,1,5,1
ES,DE,M,1,5,1
ES,DE,M,1,5,1
ES,DE,M,1,3,1
ES,FI,F,1,2,1
ES,FI,M,1,8,1
ES,IT,F,1,3,1
ES,IT,M,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,7,1
ES,PL,M,1,5,1
ES,IT,M,1,5,1
ES,FR,F,1,2,1
ES,GR,F,1,5,1
ES,IT,M,1,3,1
ES,SK,F,1,3,1
ES,DE,M,1,2,1
ES,DE,M,1,2,1
ES,DE,M,1,3,1
ES,PL,M,1,3,1
ES,IT,M,1,5,1
ES,IT,M,1,3,1
ES,IT,F,1,7,1
ES,DE,M,1,8,3
ES,PL,F,1,1,1
ES,NO,F,1,2,3
ES,IT,M,1,2,1
ES,NO,F,1,2,3
ES,PL,F,1,3,1
ES,PL,M,1,3,1
ES,FR,F,1,2,1
ES,IT,M,1,3,1
ES,DE,F,1,2,1
ES,LT,M,1,3,1
ES,PL,F,1,2,1
